function_name,file_path,module,applicable_standard,standard_section,confidence,notes
save_statistics,hydrodynamics/aqwa/aqwa_reader.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
update_iteration_item_with_master_settings,hydrodynamics/aqwa/aqwa_reader.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
router,hydrodynamics/aqwa/aqwa_router.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
get_cfg_with_master_data,hydrodynamics/aqwa/aqwa_router.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
is_license_available,hydrodynamics/aqwa/aqwa_utilities.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
get_aqwareader_exe,hydrodynamics/aqwa/aqwa_utilities.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
get_workbench_bat,hydrodynamics/aqwa/aqwa_utilities.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
get_aqwa_exe,hydrodynamics/aqwa/aqwa_utilities.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
run_aqwa_analysis_as_process,hydrodynamics/aqwa/aqwa_utilities.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
run_aqwa_analysis_as_subprocess,hydrodynamics/aqwa/aqwa_utilities.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
add_issue,hydrodynamics/aqwa/aqwa_validation/models.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
to_dict,hydrodynamics/aqwa/aqwa_validation/models.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
validate_all,hydrodynamics/aqwa/aqwa_validation/validator.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
write,hydrodynamics/aqwa/ef_server/AqwaServerMgr.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
flush,hydrodynamics/aqwa/ef_server/AqwaServerMgr.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
write,hydrodynamics/aqwa/ef_server/AqwaServerMgr.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
flush,hydrodynamics/aqwa/ef_server/AqwaServerMgr.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
write,hydrodynamics/aqwa/ef_server/AqwaServerMgr.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
close,hydrodynamics/aqwa/ef_server/AqwaServerMgr.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
write,hydrodynamics/aqwa/ef_server/AqwaServerMgr.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
close,hydrodynamics/aqwa/ef_server/AqwaServerMgr.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
AddContent,hydrodynamics/aqwa/ef_server/AqwaServerMgr.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
BaseReset,hydrodynamics/aqwa/ef_server/AqwaServerMgr.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
Receive,hydrodynamics/aqwa/ef_server/AqwaServerMgr.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
Send,hydrodynamics/aqwa/ef_server/AqwaServerMgr.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
Apply,hydrodynamics/aqwa/ef_server/AqwaServerMgr.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
Inv,hydrodynamics/aqwa/ef_server/AqwaServerMgr.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
ForceTorque,hydrodynamics/aqwa/ef_server/AqwaServerMgr.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
GetNodeCurrentPosition,hydrodynamics/aqwa/ef_server/AqwaServerMgr.py,hydrodynamics,DNV-RP-C205,Section 3.3 Current modeling,high,
GetNodeCurrentVelocity,hydrodynamics/aqwa/ef_server/AqwaServerMgr.py,hydrodynamics,DNV-RP-C205,Section 3.3 Current modeling,high,
ApplyForceOnStructureAtPoint,hydrodynamics/aqwa/ef_server/AqwaServerMgr.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
Start,hydrodynamics/aqwa/ef_server/AqwaServerMgr.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
Run,hydrodynamics/aqwa/ef_server/AqwaServerMgr.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
MyBinOpPerStruct,hydrodynamics/aqwa/ef_server/AqwaServerMgr.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
MyUnaryOpPerStruct,hydrodynamics/aqwa/ef_server/AqwaServerMgr.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
MakeNew,hydrodynamics/aqwa/ef_server/AqwaServerMgr.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
MyBinOp,hydrodynamics/aqwa/ef_server/AqwaServerMgr.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
MyUnaryOp,hydrodynamics/aqwa/ef_server/AqwaServerMgr.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
Flat,hydrodynamics/aqwa/ef_server/AqwaServerMgr.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
MyBinOpPerStruct,hydrodynamics/aqwa/ef_server/AqwaServerMgr.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
MyUnaryOpPerStruct,hydrodynamics/aqwa/ef_server/AqwaServerMgr.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
Flat,hydrodynamics/aqwa/ef_server/AqwaServerMgr.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
MyBinOpPerStruct,hydrodynamics/aqwa/ef_server/AqwaServerMgr.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
MyUnaryOpPerStruct,hydrodynamics/aqwa/ef_server/AqwaServerMgr.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
UF,hydrodynamics/aqwa/ef_server/AqwaServerMgr.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
read_mes_files,hydrodynamics/aqwa/mes_files.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
assign_ids,hydrodynamics/aqwa/mes_files.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
summarize_warnings_and_errors,hydrodynamics/aqwa/mes_files.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
generate_file_status_table,hydrodynamics/aqwa/mes_files.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
to_dataframe,hydrodynamics/aqwa/mes_files.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
merge_cells,hydrodynamics/aqwa/mes_files.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
generate_id_file_matrix,hydrodynamics/aqwa/mes_files.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
router,hydrodynamics/aqwa/mes_files.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
run,hydrodynamics/aqwa/viscous_damping_determination.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
cli,hydrodynamics/bemrosetta/cli.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
convert,hydrodynamics/bemrosetta/cli.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
info,hydrodynamics/bemrosetta/cli.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
validate,hydrodynamics/bemrosetta/cli.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
convert_mesh_cmd,hydrodynamics/bemrosetta/cli.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
validate_mesh,hydrodynamics/bemrosetta/cli.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
status,hydrodynamics/bemrosetta/cli.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
main,hydrodynamics/bemrosetta/cli.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
output_format,hydrodynamics/bemrosetta/converters/base.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
convert,hydrodynamics/bemrosetta/converters/base.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
validate_input,hydrodynamics/bemrosetta/converters/base.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
output_format,hydrodynamics/bemrosetta/converters/to_orcaflex.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
set_qtf_data,hydrodynamics/bemrosetta/converters/to_orcaflex.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
convert,hydrodynamics/bemrosetta/converters/to_orcaflex.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
convert_to_vessel_yaml,hydrodynamics/bemrosetta/converters/to_orcaflex.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
convert_to_orcaflex,hydrodynamics/bemrosetta/converters/to_orcaflex.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
to_dict,hydrodynamics/bemrosetta/core/exceptions.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
parse,hydrodynamics/bemrosetta/core/interfaces.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
can_parse,hydrodynamics/bemrosetta/core/interfaces.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
supported_extensions,hydrodynamics/bemrosetta/core/interfaces.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
convert,hydrodynamics/bemrosetta/core/interfaces.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
validate_input,hydrodynamics/bemrosetta/core/interfaces.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
output_format,hydrodynamics/bemrosetta/core/interfaces.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
read,hydrodynamics/bemrosetta/core/interfaces.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
write,hydrodynamics/bemrosetta/core/interfaces.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
format_name,hydrodynamics/bemrosetta/core/interfaces.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
file_extension,hydrodynamics/bemrosetta/core/interfaces.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
validate,hydrodynamics/bemrosetta/core/interfaces.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
is_valid,hydrodynamics/bemrosetta/core/interfaces.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
add_error,hydrodynamics/bemrosetta/core/interfaces.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
add_warning,hydrodynamics/bemrosetta/core/interfaces.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
add_info,hydrodynamics/bemrosetta/core/interfaces.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
set_metric,hydrodynamics/bemrosetta/core/interfaces.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
is_bemrosetta_available,hydrodynamics/bemrosetta/core/runner.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
get_runner,hydrodynamics/bemrosetta/core/runner.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
executable_path,hydrodynamics/bemrosetta/core/runner.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
version,hydrodynamics/bemrosetta/core/runner.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
is_available,hydrodynamics/bemrosetta/core/runner.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
run,hydrodynamics/bemrosetta/core/runner.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
get_info,hydrodynamics/bemrosetta/core/runner.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
format_name,hydrodynamics/bemrosetta/mesh/dat_handler.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
supported_extensions,hydrodynamics/bemrosetta/mesh/dat_handler.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
read,hydrodynamics/bemrosetta/mesh/dat_handler.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
write,hydrodynamics/bemrosetta/mesh/dat_handler.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
format_name,hydrodynamics/bemrosetta/mesh/gdf_handler.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
supported_extensions,hydrodynamics/bemrosetta/mesh/gdf_handler.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
read,hydrodynamics/bemrosetta/mesh/gdf_handler.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
write,hydrodynamics/bemrosetta/mesh/gdf_handler.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
format_name,hydrodynamics/bemrosetta/mesh/mesh_handler.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
file_extension,hydrodynamics/bemrosetta/mesh/mesh_handler.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
supported_extensions,hydrodynamics/bemrosetta/mesh/mesh_handler.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
read,hydrodynamics/bemrosetta/mesh/mesh_handler.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
write,hydrodynamics/bemrosetta/mesh/mesh_handler.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
validate_mesh,hydrodynamics/bemrosetta/mesh/mesh_handler.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
convert_mesh,hydrodynamics/bemrosetta/mesh/mesh_handler.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
format_name,hydrodynamics/bemrosetta/mesh/stl_handler.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
supported_extensions,hydrodynamics/bemrosetta/mesh/stl_handler.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
read,hydrodynamics/bemrosetta/mesh/stl_handler.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
write,hydrodynamics/bemrosetta/mesh/stl_handler.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
is_success,hydrodynamics/bemrosetta/models/conversion_result.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
has_warnings,hydrodynamics/bemrosetta/models/conversion_result.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
has_errors,hydrodynamics/bemrosetta/models/conversion_result.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
add_warning,hydrodynamics/bemrosetta/models/conversion_result.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
add_error,hydrodynamics/bemrosetta/models/conversion_result.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
add_output_file,hydrodynamics/bemrosetta/models/conversion_result.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
to_dict,hydrodynamics/bemrosetta/models/conversion_result.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
summary,hydrodynamics/bemrosetta/models/conversion_result.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
from_dict,hydrodynamics/bemrosetta/models/conversion_result.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
n_vertices,hydrodynamics/bemrosetta/models/mesh_models.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
n_panels,hydrodynamics/bemrosetta/models/mesh_models.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
is_quad_mesh,hydrodynamics/bemrosetta/models/mesh_models.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
is_tri_mesh,hydrodynamics/bemrosetta/models/mesh_models.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
total_area,hydrodynamics/bemrosetta/models/mesh_models.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
bounding_box,hydrodynamics/bemrosetta/models/mesh_models.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
flip_normals,hydrodynamics/bemrosetta/models/mesh_models.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
translate,hydrodynamics/bemrosetta/models/mesh_models.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
scale,hydrodynamics/bemrosetta/models/mesh_models.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
add_error,hydrodynamics/bemrosetta/models/mesh_models.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
add_warning,hydrodynamics/bemrosetta/models/mesh_models.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
to_dict,hydrodynamics/bemrosetta/models/mesh_models.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
complex_qtf,hydrodynamics/bemrosetta/models/qtf_data.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
get_mean_drift,hydrodynamics/bemrosetta/models/qtf_data.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
n_frequencies,hydrodynamics/bemrosetta/models/qtf_data.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
n_headings,hydrodynamics/bemrosetta/models/qtf_data.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
n_dof,hydrodynamics/bemrosetta/models/qtf_data.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
get_component,hydrodynamics/bemrosetta/models/qtf_data.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
get_mean_drift_forces,hydrodynamics/bemrosetta/models/qtf_data.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
to_dict,hydrodynamics/bemrosetta/models/qtf_data.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
from_dict,hydrodynamics/bemrosetta/models/qtf_data.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
is_deep_water,hydrodynamics/bemrosetta/models/solver_metadata.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
has_qtf,hydrodynamics/bemrosetta/models/solver_metadata.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
to_dict,hydrodynamics/bemrosetta/models/solver_metadata.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
from_dict,hydrodynamics/bemrosetta/models/solver_metadata.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
supported_extensions,hydrodynamics/bemrosetta/parsers/aqwa_parser.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
solver_name,hydrodynamics/bemrosetta/parsers/aqwa_parser.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
parse,hydrodynamics/bemrosetta/parsers/aqwa_parser.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
metadata,hydrodynamics/bemrosetta/parsers/base.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
supported_extensions,hydrodynamics/bemrosetta/parsers/base.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
solver_name,hydrodynamics/bemrosetta/parsers/base.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
can_parse,hydrodynamics/bemrosetta/parsers/base.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
parse,hydrodynamics/bemrosetta/parsers/base.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
supported_extensions,hydrodynamics/bemrosetta/parsers/qtf_parser.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
solver_name,hydrodynamics/bemrosetta/parsers/qtf_parser.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
parse,hydrodynamics/bemrosetta/parsers/qtf_parser.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
validate,hydrodynamics/bemrosetta/validators/causality_checker.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
is_valid,hydrodynamics/bemrosetta/validators/causality_checker.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
check_causality,hydrodynamics/bemrosetta/validators/causality_checker.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
validate,hydrodynamics/bemrosetta/validators/coefficient_validator.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
is_valid,hydrodynamics/bemrosetta/validators/coefficient_validator.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
validate_coefficients,hydrodynamics/bemrosetta/validators/coefficient_validator.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
get_module_info,hydrodynamics/bemrosetta/__init__.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
create_floating_body,hydrodynamics/capytaine/mesh_adapter.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
all_dofs,hydrodynamics/capytaine/models.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
translational,hydrodynamics/capytaine/models.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
rotational,hydrodynamics/capytaine/models.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
rotation_center_or_com,hydrodynamics/capytaine/models.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
omega_array,hydrodynamics/capytaine/models.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
period_array,hydrodynamics/capytaine/models.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
from_period_range,hydrodynamics/capytaine/models.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
from_omega_range,hydrodynamics/capytaine/models.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
compute_rao,hydrodynamics/capytaine/rao.py,hydrodynamics,DNV-RP-H103,Section 3 Response amplitudes,high,
compute_rao_manual,hydrodynamics/capytaine/rao.py,hydrodynamics,DNV-RP-H103,Section 3 Response amplitudes,high,
export_netcdf,hydrodynamics/capytaine/results.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
added_mass_table,hydrodynamics/capytaine/results.py,hydrodynamics,DNV-RP-H103,Section 2.3.6 Added mass and damping,high,
excitation_force_table,hydrodynamics/capytaine/results.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
plot_added_mass_damping,hydrodynamics/capytaine/results.py,hydrodynamics,DNV-RP-H103,Section 2.3.6 Added mass and damping,high,
plot_rao,hydrodynamics/capytaine/results.py,hydrodynamics,DNV-RP-H103,Section 3 Response amplitudes,high,
plot_excitation_force,hydrodynamics/capytaine/results.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
validate_inputs,hydrodynamics/capytaine/solver.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
solve,hydrodynamics/capytaine/solver.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
dataset,hydrodynamics/capytaine/solver.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
body,hydrodynamics/capytaine/solver.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
run_bem_analysis,hydrodynamics/capytaine/solver.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
cli,hydrodynamics/cli.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
spectrum_cmd,hydrodynamics/cli.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
ocimf_wind_cmd,hydrodynamics/cli.py,hydrodynamics,DNV-RP-C205,Section 3.4 Wind modeling,high,
ocimf_current_cmd,hydrodynamics/cli.py,hydrodynamics,DNV-RP-C205,Section 3.3 Current modeling,high,
combined_env_cmd,hydrodynamics/cli.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
main,hydrodynamics/cli.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
store_matrix,hydrodynamics/coefficient_database.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
store,hydrodynamics/coefficient_database.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
get_matrix,hydrodynamics/coefficient_database.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
get_matrices,hydrodynamics/coefficient_database.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
get_frequencies,hydrodynamics/coefficient_database.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
get_infinite_frequency_added_mass,hydrodynamics/coefficient_database.py,hydrodynamics,DNV-RP-H103,Section 2.3.6 Added mass and damping,high,
save_to_file,hydrodynamics/coefficient_database.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
load_from_file,hydrodynamics/coefficient_database.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
list_vessels,hydrodynamics/coefficient_database.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
check_symmetry,hydrodynamics/coefficient_database.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
check_positive_definite,hydrodynamics/coefficient_database.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
is_pd,hydrodynamics/coefficient_database.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
summary,hydrodynamics/coefficient_database.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
get_solver_style,hydrodynamics/diffraction/benchmark_rao_helpers.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
get_x_values,hydrodynamics/diffraction/benchmark_rao_helpers.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
x_axis_label,hydrodynamics/diffraction/benchmark_rao_helpers.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
get_heading_indices,hydrodynamics/diffraction/benchmark_rao_helpers.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
get_significant_heading_indices,hydrodynamics/diffraction/benchmark_rao_helpers.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
add_solver_traces,hydrodynamics/diffraction/benchmark_rao_helpers.py,hydrodynamics,DNV-RP-C205,Environmental conditions and environmental loads,medium,
