extract_priority	wiki_domain_candidate	bucket	content_kind	extension	bytes	absolute_path	relative_path
medium	engineering	doris-university	presentation	.pptx	4045503	/mnt/ace/doris/training/Stat Presentations/8 Pigging (1).pptx	Stat Presentations/8 Pigging (1).pptx
medium	engineering	doris-university	presentation	.pptx	4010758	/mnt/ace/doris/training/draft presentations/Subsea Controls/DORIS - Hydrate Formation in Control Lines.pptx	draft presentations/Subsea Controls/DORIS - Hydrate Formation in Control Lines.pptx
medium	engineering	doris-university	pdf	.pdf	3976760	/mnt/ace/doris/training/1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/Analysis of Component Criticality in the Blowout Preventer (2012).pdf	1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/Analysis of Component Criticality in the Blowout Preventer (2012).pdf
medium	engineering	doris-university	pdf	.pdf	3899313	/mnt/ace/doris/training/1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/AKPO Umbilicals Engineering and Manufacturing Close-Out Report.pdf	1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/AKPO Umbilicals Engineering and Manufacturing Close-Out Report.pdf
medium	engineering	doris-university	presentation	.ppt	3835392	/mnt/ace/doris/training/DE Presentations/SONANGOL Training/Day_3/DORIS_Example_conceptual.ppt	DE Presentations/SONANGOL Training/Day_3/DORIS_Example_conceptual.ppt
medium	engineering	doris-university	presentation	.ppt	3801088	/mnt/ace/doris/training/draft presentations/Horizontal Drilling School.ppt	draft presentations/Horizontal Drilling School.ppt
medium	engineering	doris-university	presentation	.ppt	3730944	/mnt/ace/doris/training/DE Presentations/SONANGOL Training/Day_2/DORIS_Safety.ppt	DE Presentations/SONANGOL Training/Day_2/DORIS_Safety.ppt
medium	engineering	doris-university	presentation	.pptx	3682335	/mnt/ace/doris/training/Stat Presentations/8 Pigging1 (1).pptx	Stat Presentations/8 Pigging1 (1).pptx
medium	engineering	doris-university	pdf	.pdf	3648748	/mnt/ace/doris/training/1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/IEC 60228 - Conductors and Insulated Cables.pdf	1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/IEC 60228 - Conductors and Insulated Cables.pdf
medium	engineering	doris-university	presentation	.pptx	3554369	/mnt/ace/doris/training/Stat Presentations/IFP-24June2015PM-1-Thermal Insulation (1).pptx	Stat Presentations/IFP-24June2015PM-1-Thermal Insulation (1).pptx
medium	engineering	doris-university	pdf	.pdf	3500562	/mnt/ace/doris/training/1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/Expro - High Debris.pdf	1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/Expro - High Debris.pdf
medium	engineering	doris-university	pdf	.pdf	3464490	/mnt/ace/doris/training/1.01 - Subsea Production Control Systems - System Overview and Major Components/References/2016-04 Study Examines New Production System Design for Ultra-Deepwater.pdf	1.01 - Subsea Production Control Systems - System Overview and Major Components/References/2016-04 Study Examines New Production System Design for Ultra-Deepwater.pdf
medium	engineering	doris-university	pdf	.pdf	3396638	/mnt/ace/doris/training/1.00 - Subsea Production Systems - General Overview/References/Subsea Technology and Equipment (2016).pdf	1.00 - Subsea Production Systems - General Overview/References/Subsea Technology and Equipment (2016).pdf
medium	engineering	doris-university	pdf	.pdf	3388787	/mnt/ace/doris/training/1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/Duco - Umbilical Handling.pdf	1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/Duco - Umbilical Handling.pdf
medium	engineering	doris-university	pdf	.pdf	3358281	/mnt/ace/doris/training/DE Presentations/SONANGOL Training/20141112_email_further_information/Final Report MFD 40 001 rev 01 Phase 1.pdf	DE Presentations/SONANGOL Training/20141112_email_further_information/Final Report MFD 40 001 rev 01 Phase 1.pdf
medium	engineering	doris-university	pdf	.pdf	3306309	/mnt/ace/doris/training/1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/Duco - Umbilical Design.pdf	1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/Duco - Umbilical Design.pdf
medium	engineering	doris-university	pdf	.pdf	3107742	/mnt/ace/doris/training/1.00 - Subsea Production Systems - General Overview/References/Oil and Gas Production Handbook (2013).pdf	1.00 - Subsea Production Systems - General Overview/References/Oil and Gas Production Handbook (2013).pdf
medium	engineering	doris-university	presentation	.pptx	3103527	/mnt/ace/doris/training/DE Presentations/SONANGOL Training/Day_1/DORIS_Field_development_principles.pptx	DE Presentations/SONANGOL Training/Day_1/DORIS_Field_development_principles.pptx
medium	engineering	doris-university	pdf	.pdf	3080520	/mnt/ace/doris/training/draft presentations/Technical Writing/Handbook for Technical Writers.pdf	draft presentations/Technical Writing/Handbook for Technical Writers.pdf
medium	engineering	doris-university	pdf	.pdf	3002196	/mnt/ace/doris/training/1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/Duco - Introduction to Engineering.pdf	1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/Duco - Introduction to Engineering.pdf
medium	engineering	doris-university	pdf	.pdf	2871609	/mnt/ace/doris/training/1.00 - Subsea Production Systems - General Overview/References/Overview of Subsea Production Systems (2015).pdf	1.00 - Subsea Production Systems - General Overview/References/Overview of Subsea Production Systems (2015).pdf
medium	engineering	doris-university	pdf	.pdf	2871609	/mnt/ace/doris/training/1.00 - Subsea Production Systems - General Overview/References/Overview of Subsea Production Systems.pdf	1.00 - Subsea Production Systems - General Overview/References/Overview of Subsea Production Systems.pdf
medium	engineering	doris-university	presentation	.ppt	2860032	/mnt/ace/doris/training/DE Presentations/SONANGOL Training/Day_3/DORIS_Other_mooring_systems.ppt	DE Presentations/SONANGOL Training/Day_3/DORIS_Other_mooring_systems.ppt
medium	engineering	doris-university	pdf	.pdf	2832192	/mnt/ace/doris/training/1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/Expro - Open Water Lubricator Valve.pdf	1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/Expro - Open Water Lubricator Valve.pdf
medium	engineering	doris-university	pdf	.pdf	2739776	/mnt/ace/doris/training/1.00 - Subsea Production Systems - General Overview/References/Pages from Subsea Engineering Handbook (2010).pdf	1.00 - Subsea Production Systems - General Overview/References/Pages from Subsea Engineering Handbook (2010).pdf
medium	engineering	doris-university	pdf	.pdf	2691988	/mnt/ace/doris/training/1.01 - Subsea Production Control Systems - System Overview and Major Components/References/An Introduction to Subsea Controls (2014).pdf	1.01 - Subsea Production Control Systems - System Overview and Major Components/References/An Introduction to Subsea Controls (2014).pdf
medium	engineering	doris-university	pdf	.pdf	2691107	/mnt/ace/doris/training/1.00 - Subsea Production Systems - General Overview/References/An Introduction to Subsea Controls (2014).pdf	1.00 - Subsea Production Systems - General Overview/References/An Introduction to Subsea Controls (2014).pdf
medium	engineering	doris-university	pdf	.pdf	2626825	/mnt/ace/doris/training/1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/IWOCS Brochure - GE.pdf	1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/IWOCS Brochure - GE.pdf
medium	engineering	doris-university	pdf	.pdf	2600911	/mnt/ace/doris/training/1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/Expro - Large Bore.pdf	1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/Expro - Large Bore.pdf
medium	engineering	doris-university	pdf	.pdf	2536378	/mnt/ace/doris/training/1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/API 17F (2017) - Standard for Subsea Production Control Systems.pdf	1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/API 17F (2017) - Standard for Subsea Production Control Systems.pdf
medium	engineering	doris-university	presentation	.ppt	2506240	/mnt/ace/doris/training/DE Presentations/SONANGOL Training/Day_1/DEAL Presentation.ppt	DE Presentations/SONANGOL Training/Day_1/DEAL Presentation.ppt
medium	engineering	doris-university	pdf	.pdf	2499816	/mnt/ace/doris/training/1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/Duco - Applications.pdf	1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/Duco - Applications.pdf
medium	engineering	doris-university	pdf	.pdf	2489348	/mnt/ace/doris/training/1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/Expro - High Pressure.pdf	1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/Expro - High Pressure.pdf
medium	engineering	doris-university	pdf	.pdf	2471255	/mnt/ace/doris/training/1.01 - Subsea Production Control Systems - System Overview and Major Components/References/OE Article - All Electric Systems.pdf	1.01 - Subsea Production Control Systems - System Overview and Major Components/References/OE Article - All Electric Systems.pdf
medium	engineering	doris-university	pdf	.pdf	2470530	/mnt/ace/doris/training/1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/IWOCS Brochure - FMC 1.pdf	1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/IWOCS Brochure - FMC 1.pdf
medium	engineering	doris-university	presentation	.pptx	2443324	/mnt/ace/doris/training/Stat Presentations/IFP-23June2015AM-2 Selection of pipeline route (1).pptx	Stat Presentations/IFP-23June2015AM-2 Selection of pipeline route (1).pptx
medium	engineering	doris-university	presentation	.pptx	2434999	/mnt/ace/doris/training/1.03 - Installation and Workover Control Systems - System and Major Component Overview/Installation and Workover Control Systems - Part 3, Operational Overview (DRAFT).pptx	1.03 - Installation and Workover Control Systems - System and Major Component Overview/Installation and Workover Control Systems - Part 3, Operational Overview (DRAFT).pptx
medium	engineering	doris-university	pdf	.pdf	2396749	/mnt/ace/doris/training/1.01 - Subsea Production Control Systems - System Overview and Major Components/References/Subsea Control System for All-Electric Trees.pdf	1.01 - Subsea Production Control Systems - System Overview and Major Components/References/Subsea Control System for All-Electric Trees.pdf
medium	engineering	doris-university	pdf	.pdf	2377063	/mnt/ace/doris/training/1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/Duco - Steel Tube.pdf	1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/Duco - Steel Tube.pdf
medium	engineering	doris-university	presentation	.ppt	2372608	/mnt/ace/doris/training/DE Presentations/DSME Training/DSME-training-kick-off_17-12-2010.ppt	DE Presentations/DSME Training/DSME-training-kick-off_17-12-2010.ppt
medium	engineering	doris-university	pdf	.pdf	2188408	/mnt/ace/doris/training/1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/Duco - Local Analysis.pdf	1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/Duco - Local Analysis.pdf
medium	engineering	doris-university	pdf	.pdf	2182075	/mnt/ace/doris/training/1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/IWOCS Brochure - FMC 3.pdf	1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/IWOCS Brochure - FMC 3.pdf
medium	engineering	doris-university	pdf	.pdf	2117291	/mnt/ace/doris/training/1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/Duco - Global Analysis.pdf	1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/Duco - Global Analysis.pdf
medium	engineering	doris-university	pdf	.pdf	2107541	/mnt/ace/doris/training/1.01 - Subsea Production Control Systems - System Overview and Major Components/References/Enabling Subsea Surveillance.pdf	1.01 - Subsea Production Control Systems - System Overview and Major Components/References/Enabling Subsea Surveillance.pdf
medium	engineering	doris-university	presentation	.ppt	2077696	/mnt/ace/doris/training/DE Presentations/SONANGOL Training/Day_3/DORIS_Training_Contractual_Rev01.ppt	DE Presentations/SONANGOL Training/Day_3/DORIS_Training_Contractual_Rev01.ppt
medium	engineering	doris-university	pdf	.pdf	2047332	/mnt/ace/doris/training/DE Presentations/SONANGOL Training/20141112_email_further_information/DORIS_Other_mooring_systems.pdf	DE Presentations/SONANGOL Training/20141112_email_further_information/DORIS_Other_mooring_systems.pdf
medium	engineering	doris-university	presentation	.pptx	2005817	/mnt/ace/doris/training/Stat Presentations/IFP-25June2015PM1&2Exercicesrev1 (1).pptx	Stat Presentations/IFP-25June2015PM1&2Exercicesrev1 (1).pptx
medium	engineering	doris-university	pdf	.pdf	1995802	/mnt/ace/doris/training/1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/FMC Slimbore Completion Patent (US6715554).pdf	1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/FMC Slimbore Completion Patent (US6715554).pdf
medium	engineering	doris-university	presentation	.ppt	1908224	/mnt/ace/doris/training/draft presentations/Technical Writing/Technical Writing Lunch n Learn 2010.ppt	draft presentations/Technical Writing/Technical Writing Lunch n Learn 2010.ppt
medium	engineering	doris-university	pdf	.pdf	1866157	/mnt/ace/doris/training/1.01 - Subsea Production Control Systems - System Overview and Major Components/References/Introduction to Subsea Engineering for Electrical Engineers.pdf	1.01 - Subsea Production Control Systems - System Overview and Major Components/References/Introduction to Subsea Engineering for Electrical Engineers.pdf
medium	engineering	doris-university	pdf	.pdf	1866157	/mnt/ace/doris/training/1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/Introduction to Subsea Engineering for Electrical Engineers.pdf	1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/Introduction to Subsea Engineering for Electrical Engineers.pdf
medium	engineering	doris-university	pdf	.pdf	1821346	/mnt/ace/doris/training/1.00 - Subsea Production Systems - General Overview/References/Introduction to Subsea Engineering for Electrical Engineers (2017).pdf	1.00 - Subsea Production Systems - General Overview/References/Introduction to Subsea Engineering for Electrical Engineers (2017).pdf
medium	engineering	doris-university	pdf	.pdf	1821346	/mnt/ace/doris/training/1.00 - Subsea Production Systems - General Overview/References/Introduction to Subsea Engineering for Electrical Engineers.pdf	1.00 - Subsea Production Systems - General Overview/References/Introduction to Subsea Engineering for Electrical Engineers.pdf
medium	engineering	doris-university	presentation	.pptx	1804427	/mnt/ace/doris/training/ENI Training/Drill Through Presentation - Felipe.pptx	ENI Training/Drill Through Presentation - Felipe.pptx
medium	engineering	doris-university	pdf	.pdf	1789475	/mnt/ace/doris/training/DE Presentations/SONANGOL Training/Questionnaires.PDF	DE Presentations/SONANGOL Training/Questionnaires.PDF
medium	engineering	doris-university	pdf	.pdf	1785909	/mnt/ace/doris/training/1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/DNV - Umbilical Design Using UmbiliCAD and Helica.pdf	1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/DNV - Umbilical Design Using UmbiliCAD and Helica.pdf
medium	engineering	doris-university	presentation	.ppt	1737728	/mnt/ace/doris/training/FieldLayout/Others/AmericasEnergyCoastDWTechnology.ppt	FieldLayout/Others/AmericasEnergyCoastDWTechnology.ppt
medium	engineering	doris-university	presentation	.ppt	1737728	/mnt/ace/doris/training/draft presentations/FieldLayout/Others/AmericasEnergyCoastDWTechnology.ppt	draft presentations/FieldLayout/Others/AmericasEnergyCoastDWTechnology.ppt
medium	engineering	doris-university	pdf	.pdf	1723542	/mnt/ace/doris/training/1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/IWOCS Brochure - Oceaneering.pdf	1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/IWOCS Brochure - Oceaneering.pdf
medium	engineering	doris-university	pdf	.pdf	1713490	/mnt/ace/doris/training/1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/Subsea Umbilical Systems from Subsea Engineering Handbook.pdf	1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/Subsea Umbilical Systems from Subsea Engineering Handbook.pdf
medium	engineering	doris-university	pdf	.pdf	1686239	/mnt/ace/doris/training/1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/Duco - Thermoplastic Hoses.pdf	1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/Duco - Thermoplastic Hoses.pdf
medium	engineering	doris-university	pdf	.pdf	1640921	/mnt/ace/doris/training/1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/Expro - Bore Selector.pdf	1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/Expro - Bore Selector.pdf
medium	engineering	doris-university	pdf	.pdf	1569042	/mnt/ace/doris/training/1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/SPE 166565 - Umbilical Lay In Challenging Environmental Conditions (2013).pdf	1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/SPE 166565 - Umbilical Lay In Challenging Environmental Conditions (2013).pdf
medium	engineering	doris-university	presentation	.ppt	1488896	/mnt/ace/doris/training/DE Presentations/SONANGOL Training/Day_1/DORIS_Intro.ppt	DE Presentations/SONANGOL Training/Day_1/DORIS_Intro.ppt
medium	engineering	doris-university	pdf	.pdf	1442087	/mnt/ace/doris/training/1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/Introduction to Subsea Production Systems – Drilling and Wells.pdf	1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/Introduction to Subsea Production Systems – Drilling and Wells.pdf
medium	engineering	doris-university	pdf	.pdf	1429563	/mnt/ace/doris/training/1.01 - Subsea Production Control Systems - System Overview and Major Components/References/MDIS Companion Specification Release V1.00.pdf	1.01 - Subsea Production Control Systems - System Overview and Major Components/References/MDIS Companion Specification Release V1.00.pdf
medium	engineering	doris-university	pdf	.pdf	1321103	/mnt/ace/doris/training/1.01 - Subsea Production Control Systems - System Overview and Major Components/References/Long Step-Out Systems for Subsea Pump and Compressor Applications.pdf	1.01 - Subsea Production Control Systems - System Overview and Major Components/References/Long Step-Out Systems for Subsea Pump and Compressor Applications.pdf
medium	engineering	doris-university	presentation	.ppt	1300992	/mnt/ace/doris/training/DE Presentations/SONANGOL Training/Day_3/DORIS_Why_subsea_Separation.ppt	DE Presentations/SONANGOL Training/Day_3/DORIS_Why_subsea_Separation.ppt
medium	engineering	doris-university	pdf	.pdf	1297482	/mnt/ace/doris/training/1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/Technip – Umbilical Systems.pdf	1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/Technip – Umbilical Systems.pdf
medium	engineering	doris-university	pdf	.pdf	1259867	/mnt/ace/doris/training/DE Presentations/SONANGOL Training/20141112_email_further_information/DORIS_Brownfield_example_sample.pdf	DE Presentations/SONANGOL Training/20141112_email_further_information/DORIS_Brownfield_example_sample.pdf
medium	engineering	doris-university	pdf	.pdf	1259867	/mnt/ace/doris/training/DE Presentations/SONANGOL Training/Day_3/DORIS_Brownfield_example_sample.pdf	DE Presentations/SONANGOL Training/Day_3/DORIS_Brownfield_example_sample.pdf
medium	engineering	doris-university	pdf	.pdf	1230549	/mnt/ace/doris/training/1.01 - Subsea Production Control Systems - System Overview and Major Components/References/DNV - Introduction to Subsea Production Systems.pdf	1.01 - Subsea Production Control Systems - System Overview and Major Components/References/DNV - Introduction to Subsea Production Systems.pdf
medium	engineering	doris-university	pdf	.pdf	1210492	/mnt/ace/doris/training/1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/Umbilicals - Subseapedia.pdf	1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/Umbilicals - Subseapedia.pdf
medium	engineering	doris-university	presentation	.pptx	1161998	/mnt/ace/doris/training/Stat Presentations/1. IFP training - Subsea Production Systems and Pipelines - CONTENT (1).pptx	Stat Presentations/1. IFP training - Subsea Production Systems and Pipelines - CONTENT (1).pptx
medium	engineering	doris-university	pdf	.pdf	1000332	/mnt/ace/doris/training/1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/How Maximum Allowable Tension of Cables and Umbilicals is Influenced by Friction.pdf	1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/How Maximum Allowable Tension of Cables and Umbilicals is Influenced by Friction.pdf
medium	engineering	doris-university	pdf	.pdf	989774	/mnt/ace/doris/training/1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/FMC Well Access Systems.pdf	1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/FMC Well Access Systems.pdf
medium	engineering	doris-university	pdf	.pdf	983515	/mnt/ace/doris/training/1.01 - Subsea Production Control Systems - System Overview and Major Components/References/OTC 20980 (Non-Intrusive Subsea Sensors).pdf	1.01 - Subsea Production Control Systems - System Overview and Major Components/References/OTC 20980 (Non-Intrusive Subsea Sensors).pdf
medium	engineering	doris-university	pdf	.pdf	962560	/mnt/ace/doris/training/1.00 - Subsea Production Systems - General Overview/References/Artificial Lift for Subsea Applications (2016).pdf	1.00 - Subsea Production Systems - General Overview/References/Artificial Lift for Subsea Applications (2016).pdf
medium	engineering	doris-university	tabular	.xls	945664	/mnt/ace/doris/training/1.01 - Subsea Production Control Systems - System Overview and Major Components/Embedded Charts/Methanol Analysis.xls	1.01 - Subsea Production Control Systems - System Overview and Major Components/Embedded Charts/Methanol Analysis.xls
medium	engineering	doris-university	pdf	.pdf	943010	/mnt/ace/doris/training/1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/Deep Water Gas Charged Accumulator (2004), Texas A&M.pdf	1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/Deep Water Gas Charged Accumulator (2004), Texas A&M.pdf
medium	engineering	doris-university	pdf	.pdf	942130	/mnt/ace/doris/training/1.00 - Subsea Production Systems - General Overview/References/2628-02-what-is-subsea.pdf	1.00 - Subsea Production Systems - General Overview/References/2628-02-what-is-subsea.pdf
medium	engineering	doris-university	pdf	.pdf	942130	/mnt/ace/doris/training/1.00 - Subsea Production Systems - General Overview/References/Introduction to Subsea Production Systems (2015) by DNV.pdf	1.00 - Subsea Production Systems - General Overview/References/Introduction to Subsea Production Systems (2015) by DNV.pdf
medium	engineering	doris-university	pdf	.pdf	939073	/mnt/ace/doris/training/1.01 - Subsea Production Control Systems - System Overview and Major Components/References/OTC 23929 (Reducing Intervention in Subsea Wells with Fiber Optic Technology).pdf	1.01 - Subsea Production Control Systems - System Overview and Major Components/References/OTC 23929 (Reducing Intervention in Subsea Wells with Fiber Optic Technology).pdf
medium	engineering	doris-university	pdf	.pdf	924453	/mnt/ace/doris/training/1.01 - Subsea Production Control Systems - System Overview and Major Components/References/OTC 24204-MS (Subsea UPS Systems).pdf	1.01 - Subsea Production Control Systems - System Overview and Major Components/References/OTC 24204-MS (Subsea UPS Systems).pdf
medium	engineering	doris-university	pdf	.pdf	913793	/mnt/ace/doris/training/1.01 - Subsea Production Control Systems - System Overview and Major Components/References/2016-05 Offshore Article.pdf	1.01 - Subsea Production Control Systems - System Overview and Major Components/References/2016-05 Offshore Article.pdf
medium	engineering	doris-university	pdf	.pdf	855143	/mnt/ace/doris/training/1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/Introduction to Subsea Production Systems – Xmas Tree Systems.pdf	1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/Introduction to Subsea Production Systems – Xmas Tree Systems.pdf
medium	engineering	doris-university	pdf	.pdf	712648	/mnt/ace/doris/training/1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/Numerical and Experimental Analysis of Umbilical Cables under Tension.pdf	1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/Numerical and Experimental Analysis of Umbilical Cables under Tension.pdf
medium	engineering	doris-university	pdf	.pdf	698086	/mnt/ace/doris/training/1.01 - Subsea Production Control Systems - System Overview and Major Components/References/Enabling Pressure Tolerant Power Electronic Converters for Subsea Applications.pdf	1.01 - Subsea Production Control Systems - System Overview and Major Components/References/Enabling Pressure Tolerant Power Electronic Converters for Subsea Applications.pdf
medium	engineering	doris-university	pdf	.pdf	695546	/mnt/ace/doris/training/1.00 - Subsea Production Systems - General Overview/References/Design and Installation of Deepwater Petroleum Pipelines (2002).pdf	1.00 - Subsea Production Systems - General Overview/References/Design and Installation of Deepwater Petroleum Pipelines (2002).pdf
medium	engineering	doris-university	pdf	.pdf	692590	/mnt/ace/doris/training/1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/IWOCS Brochure - FMC 2.pdf	1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/IWOCS Brochure - FMC 2.pdf
medium	engineering	doris-university	pdf	.pdf	664032	/mnt/ace/doris/training/1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/Expro - Dual Bore.pdf	1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/Expro - Dual Bore.pdf
medium	engineering	doris-university	pdf	.pdf	656459	/mnt/ace/doris/training/1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/HYDAC Accumulators.pdf	1.03 - Installation and Workover Control Systems - System and Major Component Overview/References/HYDAC Accumulators.pdf
medium	engineering	doris-university	pdf	.pdf	647754	/mnt/ace/doris/training/1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/Oceaneering - I and J Tube Seals.pdf	1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/Oceaneering - I and J Tube Seals.pdf
medium	engineering	doris-university	pdf	.pdf	626132	/mnt/ace/doris/training/1.01 - Subsea Production Control Systems - System Overview and Major Components/References/DNV - Production Control Systems.pdf	1.01 - Subsea Production Control Systems - System Overview and Major Components/References/DNV - Production Control Systems.pdf
medium	engineering	doris-university	pdf	.pdf	587739	/mnt/ace/doris/training/1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/Oceaneering - Pull-in and Hang Off Systems.pdf	1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/Oceaneering - Pull-in and Hang Off Systems.pdf
medium	engineering	doris-university	pdf	.pdf	581526	/mnt/ace/doris/training/1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/Oceaneering - Umbilical Tie Back Collar.pdf	1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/Oceaneering - Umbilical Tie Back Collar.pdf
medium	engineering	doris-university	pdf	.pdf	526561	/mnt/ace/doris/training/ADMIN-FORM-02 - Control Systems Lunch and Learn, Part 1.pdf	ADMIN-FORM-02 - Control Systems Lunch and Learn, Part 1.pdf
medium	engineering	doris-university	pdf	.pdf	520723	/mnt/ace/doris/training/ADMIN-FORM-02 - Umbilical Systems Lunch and Learn, Part 1 (2018).pdf	ADMIN-FORM-02 - Umbilical Systems Lunch and Learn, Part 1 (2018).pdf
medium	engineering	doris-university	pdf	.pdf	519289	/mnt/ace/doris/training/ADMIN-FORM-02 - Control Systems Lunch and Learn, Part 2.pdf	ADMIN-FORM-02 - Control Systems Lunch and Learn, Part 2.pdf
medium	engineering	doris-university	pdf	.pdf	519230	/mnt/ace/doris/training/ADMIN-FORM-02 - Umbilical Systems Lunch and Learn, Part 3 (2018).pdf	ADMIN-FORM-02 - Umbilical Systems Lunch and Learn, Part 3 (2018).pdf
medium	engineering	doris-university	pdf	.pdf	519197	/mnt/ace/doris/training/ADMIN-FORM-02 - Umbilical Systems Lunch and Learn, Part 2 (2018).pdf	ADMIN-FORM-02 - Umbilical Systems Lunch and Learn, Part 2 (2018).pdf
medium	engineering	doris-university	pdf	.pdf	513201	/mnt/ace/doris/training/ADMIN-FORM-02 - Umbilical Systems Lunch and Learn, Part 3 Rescheduled (2018).pdf	ADMIN-FORM-02 - Umbilical Systems Lunch and Learn, Part 3 Rescheduled (2018).pdf
medium	engineering	doris-university	pdf	.pdf	507837	/mnt/ace/doris/training/DE Presentations/SONANGOL Training/20141112_email_further_information/Final Report - Phase 2 - Summary Executive Report.pdf	DE Presentations/SONANGOL Training/20141112_email_further_information/Final Report - Phase 2 - Summary Executive Report.pdf
medium	engineering	doris-university	pdf	.pdf	483328	/mnt/ace/doris/training/1.00 - Subsea Production Systems - General Overview/References/Hess Offshore Guyana’s Liza Vs. Permian’s Delaware Basin (2018).pdf	1.00 - Subsea Production Systems - General Overview/References/Hess Offshore Guyana’s Liza Vs. Permian’s Delaware Basin (2018).pdf
medium	engineering	doris-university	pdf	.pdf	466999	/mnt/ace/doris/training/1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/Risk-Based Structural Analysis of Frade Umbilical Cables (2009).pdf	1.02 - Subsea Umbilical Systems - System Overview and Major Components/References/Risk-Based Structural Analysis of Frade Umbilical Cables (2009).pdf
